STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isced11,International Standard Classification of Education (ISCED 2011),acl00,Classification of activities for time use,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,FI,Finland,2015,,22.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,FR,France,2015,,28.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,FR,France,2022,,13.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,HR,Croatia,2015,,6.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,HR,Croatia,2022,,3.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,HU,Hungary,2015,,5.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,HU,Hungary,2022,,4.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,IE,Ireland,2015,,13.7,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,IE,Ireland,2022,,8.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,IS,Iceland,2015,,25.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,IT,Italy,2015,,8.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,IT,Italy,2022,,3.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,LT,Lithuania,2015,,6.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,LT,Lithuania,2022,,5.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,LU,Luxembourg,2015,,22.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,LU,Luxembourg,2022,,22.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,LV,Latvia,2015,,5.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,LV,Latvia,2022,,3.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,ME,Montenegro,2022,,7.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,MK,North Macedonia,2015,,8.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,MT,Malta,2015,,11.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,MT,Malta,2022,,9.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,NL,Netherlands,2015,,27.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,NL,Netherlands,2022,,18.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,NO,Norway,2015,,18.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,NO,Norway,2022,,39.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,PL,Poland,2015,,8.3,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,PL,Poland,2022,,4.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,PT,Portugal,2015,,8.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,PT,Portugal,2022,,9.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,RO,Romania,2015,,3.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,RO,Romania,2022,,2.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,RS,Serbia,2015,,5.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,RS,Serbia,2022,,5.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,SE,Sweden,2015,,30.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,SE,Sweden,2022,,19.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,SI,Slovenia,2015,,9.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,SI,Slovenia,2022,,6.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,SK,Slovakia,2015,,2.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,SK,Slovakia,2022,,3.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y50-64,From 50 to 64 years,T,Total,PC,Percentage,UK,United Kingdom,2015,,22.5,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,AT,Austria,2015,,10.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,AT,Austria,2022,,13.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,BE,Belgium,2015,,4.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,BE,Belgium,2022,,5.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,BG,Bulgaria,2015,,3.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,BG,Bulgaria,2022,,1.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,CH,Switzerland,2015,,28.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,CH,Switzerland,2022,,28.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,CY,Cyprus,2015,,1.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,CY,Cyprus,2022,,1.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,CZ,Czechia,2015,,3.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,CZ,Czechia,2022,,6.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,DE,Germany,2015,,12.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,DK,Denmark,2015,,9.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,DK,Denmark,2022,,11.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2022,,9.2,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,EE,Estonia,2015,,8.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,EE,Estonia,2022,,6.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,EL,Greece,2015,,6.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,EL,Greece,2022,,5.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,ES,Spain,2015,,10.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,ES,Spain,2022,,7.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,12.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,8.4,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,FI,Finland,2015,,23.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,FR,France,2015,,28.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,FR,France,2022,,12.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,HR,Croatia,2015,,5.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,HR,Croatia,2022,,1.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,HU,Hungary,2015,,5.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,HU,Hungary,2022,,4.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,IE,Ireland,2015,,13.3,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,IE,Ireland,2022,,7.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,IS,Iceland,2015,,23.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,IT,Italy,2015,,7.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,IT,Italy,2022,,2.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,LT,Lithuania,2015,,6.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,LT,Lithuania,2022,,4.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,LU,Luxembourg,2015,,20.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,LU,Luxembourg,2022,,23.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,LV,Latvia,2015,,6.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,LV,Latvia,2022,,3.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,ME,Montenegro,2015,,0.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,ME,Montenegro,2022,,3.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,MK,North Macedonia,2015,,4.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,MT,Malta,2015,,10.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,MT,Malta,2022,,9.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y55-64,From 55 to 64 years,F,Females,PC,Percentage,NL,Netherlands,2015,,28.8,,,,,
